open,high,low,close,volume,datetime
394.4,396.75,392.81,395.78,108107626,2021-03-29 05:00:00
394.42,395.45,393.02,394.73,76262249,2021-03-30 05:00:00
395.34,398.0,395.31,396.33,112734214,2021-03-31 05:00:00
398.4,400.67,398.18,400.61,99682876,2021-04-01 05:00:00
403.46,406.94,403.38,406.36,91684764,2021-04-05 05:00:00
405.76,407.24,405.4,406.12,62020953,2021-04-06 05:00:00
405.94,406.96,405.45,406.59,55836280,2021-04-07 05:00:00
407.93,408.58,406.93,408.52,57863114,2021-04-08 05:00:00
408.39,411.67,408.26,411.49,61104559,2021-04-09 05:00:00
410.85,411.93,410.2,411.64,56704899,2021-04-12 05:00:00
411.53,413.529,411.12,412.86,56550988,2021-04-13 05:00:00
412.83,413.96,410.87,411.45,61659907,2021-04-14 05:00:00
413.74,416.16,413.69,415.87,60229842,2021-04-15 05:00:00
417.25,417.91,415.73,417.26,82037278,2021-04-16 05:00:00
416.26,416.74,413.79,415.21,78498496,2021-04-19 05:00:00
413.91,415.0859,410.59,412.17,81851828,2021-04-20 05:00:00
411.51,416.29,411.36,416.07,66792983,2021-04-21 05:00:00
415.89,416.78,411.13,412.27,97582788,2021-04-22 05:00:00
412.87,418.25,412.79,416.74,73276195,2021-04-23 05:00:00
417.44,418.22,416.8111,417.61,52182392,2021-04-26 05:00:00
417.93,418.14,416.3,417.52,51303056,2021-04-27 05:00:00
417.81,419.01,416.9,417.4,51238854,2021-04-28 05:00:00
420.32,420.72,416.44,420.06,78544329,2021-04-29 05:00:00
417.63,418.54,416.34,417.3,85527030,2021-04-30 05:00:00
419.43,419.84,417.665,418.2,68128289,2021-05-03 05:00:00
416.07,416.6,411.67,415.62,101591166,2021-05-04 05:00:00
417.38,417.63,414.94,415.75,39960661,2021-05-05 05:00:00
415.83,419.21,413.675,419.07,74321368,2021-05-06 05:00:00
419.89,422.815,419.16,422.12,67733790,2021-05-07 05:00:00
422.5,422.74,417.81,417.94,81852446,2021-05-10 05:00:00
413.1,415.27,410.06,414.21,116887975,2021-05-11 05:00:00
411.23,412.59,404.0,405.41,134811046,2021-05-12 05:00:00
407.07,412.35,407.02,410.28,106393963,2021-05-13 05:00:00
413.21,417.49,413.18,416.58,82201629,2021-05-14 05:00:00
415.39,416.39,413.36,415.52,65129221,2021-05-17 05:00:00
415.8,416.06,411.77,411.94,59810238,2021-05-18 05:00:00
406.92,411.05,405.33,410.86,106467052,2021-05-19 05:00:00
411.8,416.625,411.67,415.28,78022218,2021-05-20 05:00:00
416.87,418.2,414.45,414.94,76578662,2021-05-21 05:00:00
417.34,420.32,417.08,419.17,51376702,2021-05-24 05:00:00
420.33,420.71,417.62,418.24,57451396,2021-05-25 05:00:00
418.87,419.61,417.76,419.07,43088618,2021-05-26 05:00:00
420.17,420.72,418.9851,419.29,56707677,2021-05-27 05:00:00
420.97,421.25,419.79,420.04,58520164,2021-05-28 05:00:00
422.57,422.72,419.2,419.67,54216625,2021-06-01 05:00:00
420.37,421.23,419.29,420.33,49097061,2021-06-02 05:00:00
417.85,419.99,416.28,418.77,58138763,2021-06-03 05:00:00
420.75,422.92,418.8422,422.6,55938789,2021-06-04 05:00:00
422.59,422.78,421.19,422.19,51555032,2021-06-07 05:00:00
423.11,423.21,420.32,422.28,47134279,2021-06-08 05:00:00
423.18,423.26,421.41,421.65,48436342,2021-06-09 05:00:00
422.96,424.63,421.55,423.61,51020147,2021-06-10 05:00:00
424.2,424.43,422.82,424.31,45570828,2021-06-11 05:00:00
424.43,425.37,423.1,425.26,42358478,2021-06-14 05:00:00
425.42,425.46,423.54,424.48,51508508,2021-06-15 05:00:00
424.63,424.87,419.92,422.11,80386082,2021-06-16 05:00:00
421.67,423.02,419.32,421.97,90949659,2021-06-17 05:00:00
417.09,417.8281,414.7,414.92,118676302,2021-06-18 05:00:00
416.8,421.06,415.93,420.86,72822028,2021-06-21 05:00:00
420.85,424.0,420.08,423.11,57700303,2021-06-22 05:00:00
423.19,424.05,422.51,422.6,49445414,2021-06-23 05:00:00
424.89,425.55,424.62,425.1,45110288,2021-06-24 05:00:00
425.9,427.0943,425.55,426.61,58129525,2021-06-25 05:00:00
427.17,427.65,425.89,427.47,53159581,2021-06-28 05:00:00
427.88,428.56,427.13,427.7,35970515,2021-06-29 05:00:00
427.21,428.78,427.18,428.06,64827858,2021-06-30 05:00:00
428.87,430.6,428.8,430.43,53441027,2021-07-01 05:00:00
431.67,434.1,430.5218,433.72,57697668,2021-07-02 05:00:00
433.78,434.01,430.01,432.93,68710419,2021-07-06 05:00:00
433.66,434.76,431.51,434.46,63549456,2021-07-07 05:00:00
428.78,431.73,427.52,430.92,97595232,2021-07-08 05:00:00
432.53,435.84,430.714,435.52,76238584,2021-07-09 05:00:00
435.43,437.35,434.97,437.08,52889585,2021-07-12 05:00:00
436.24,437.84,435.31,435.59,52911312,2021-07-13 05:00:00
437.4,437.92,434.91,436.24,64130352,2021-07-14 05:00:00
434.81,435.53,432.72,434.75,55126358,2021-07-15 05:00:00
436.01,436.06,430.92,431.34,75874662,2021-07-16 05:00:00
426.19,431.4089,421.97,424.97,147987000,2021-07-19 05:00:00
425.68,432.42,424.83,431.06,99608174,2021-07-20 05:00:00
432.34,434.7,431.0111,434.55,64724389,2021-07-21 05:00:00
434.74,435.72,433.69,435.46,47878539,2021-07-22 05:00:00
437.52,440.3,436.79,439.94,63766637,2021-07-23 05:00:00
439.31,441.03,439.26,441.02,43719187,2021-07-26 05:00:00
439.91,439.94,435.99,439.01,67397137,2021-07-27 05:00:00
439.68,440.3,437.31,438.83,52472360,2021-07-28 05:00:00
439.815,441.8,439.81,440.65,47435342,2021-07-29 05:00:00
437.91,440.06,437.77,438.51,68951202,2021-07-30 05:00:00
440.34,440.93,437.21,437.59,58783297,2021-08-02 05:00:00
438.44,441.28,436.1,441.15,58053896,2021-08-03 05:00:00
439.78,441.1243,438.73,438.98,46732212,2021-08-04 05:00:00
440.22,441.85,439.88,441.76,38969659,2021-08-05 05:00:00
442.1,442.94,441.8,442.49,46930008,2021-08-06 05:00:00
442.46,442.795,441.31,442.13,41222585,2021-08-09 05:00:00
442.61,443.44,441.88,442.68,43339275,2021-08-10 05:00:00
443.82,443.882,442.62,443.78,44034340,2021-08-11 05:00:00
443.62,445.2572,442.66,445.11,38942418,2021-08-12 05:00:00
445.59,445.94,445.07,445.92,39470251,2021-08-13 05:00:00
444.53,447.11,442.87,446.97,73930864,2021-08-16 05:00:00
444.24,444.96,440.85,444.04,92673933,2021-08-17 05:00:00
442.96,444.625,438.92,439.18,89351931,2021-08-18 05:00:00
436.27,441.14,436.12,439.86,92812246,2021-08-19 05:00:00
440.23,443.71,439.71,443.36,72008712,2021-08-20 05:00:00
445.16,448.23,443.4355,447.26,54973038,2021-08-23 05:00:00
447.97,448.54,447.42,447.97,38744714,2021-08-24 05:00:00
448.17,449.457,447.77,448.91,40529711,2021-08-25 05:00:00
448.61,448.86,446.16,446.26,57829572,2021-08-26 05:00:00
447.12,450.65,447.06,450.25,77235113,2021-08-27 05:00:00
450.97,453.07,450.71,452.23,48357355,2021-08-30 05:00:00
452.13,452.49,450.92,451.56,59300213,2021-08-31 05:00:00
452.56,453.11,451.545,451.8,48721378,2021-09-01 05:00:00
453.32,454.05,451.91,453.19,42830867,2021-09-02 05:00:00
451.98,453.63,451.55,453.08,47234364,2021-09-03 05:00:00
452.71,452.81,450.7423,451.46,51671534,2021-09-07 05:00:00
450.89,451.67,448.86,450.91,56181907,2021-09-08 05:00:00
450.7,452.57,448.72,448.98,57970407,2021-09-09 05:00:00
451.04,451.49,445.31,445.44,89948174,2021-09-10 05:00:00
448.64,448.92,444.11,446.58,83738649,2021-09-13 05:00:00
448.12,448.34,443.22,444.17,78197140,2021-09-14 05:00:00
444.62,448.41,443.44,447.88,78792222,2021-09-15 05:00:00
447.32,448.36,444.02,447.17,77786735,2021-09-16 05:00:00
444.92,445.37,441.02,441.4,118425037,2021-09-17 05:00:00
434.88,436.56,428.86,434.04,166445534,2021-09-20 05:00:00
436.53,437.91,433.07,433.63,92526112,2021-09-21 05:00:00
436.05,440.03,433.747,437.86,102350143,2021-09-22 05:00:00
439.85,444.89,439.6,443.18,76395981,2021-09-23 05:00:00
441.44,444.67,441.21,443.91,62094837,2021-09-24 05:00:00
442.81,444.05,441.9,442.64,61371108,2021-09-27 05:00:00
439.69,440.04,432.94,433.72,130436306,2021-09-28 05:00:00
435.19,437.04,433.85,434.45,82329213,2021-09-29 05:00:00
436.02,436.77,428.78,429.14,140505979,2021-09-30 05:00:00
430.98,436.0329,427.23,434.24,129240106,2021-10-01 05:00:00
433.0,433.96,426.36,428.64,128569957,2021-10-04 05:00:00
430.24,435.49,429.39,433.1,90682520,2021-10-05 05:00:00
429.27,435.1199,427.54,434.9,113032245,2021-10-06 05:00:00
438.39,441.68,438.2,438.66,72437499,2021-10-07 05:00:00
439.48,439.89,437.19,437.86,74557404,2021-10-08 05:00:00
437.16,440.26,434.62,434.69,65233285,2021-10-11 05:00:00
435.67,436.1,432.78,433.62,71181163,2021-10-12 05:00:00
434.71,436.05,431.54,435.18,72973979,2021-10-13 05:00:00
439.08,442.66,438.58,442.5,70236825,2021-10-14 05:00:00
444.75,446.26,444.09,445.87,66260210,2021-10-15 05:00:00
443.97,447.55,443.27,447.19,62213228,2021-10-18 05:00:00
448.92,450.71,448.27,450.64,46996827,2021-10-19 05:00:00
451.13,452.732,451.01,452.41,49571569,2021-10-20 05:00:00
451.77,453.829,451.31,453.59,41305438,2021-10-21 05:00:00
453.13,454.67,451.05,453.12,58845088,2021-10-22 05:00:00
454.28,455.9,452.39,455.55,45214507,2021-10-25 05:00:00
457.2,458.49,455.56,455.96,56075116,2021-10-26 05:00:00
456.45,457.16,453.86,453.94,72437997,2021-10-27 05:00:00
455.46,458.4,455.45,458.32,51437944,2021-10-28 05:00:00
455.87,459.56,455.56,459.25,70162424,2021-10-29 05:00:00
460.3,460.7021,458.2,460.04,48433642,2021-11-01 05:00:00
460.22,462.23,460.08,461.9,48908417,2021-11-02 05:00:00
461.3,465.15,460.83,464.72,52509825,2021-11-03 05:00:00
465.36,467.0,464.99,466.91,52847087,2021-11-04 05:00:00
469.28,470.65,466.92,468.53,66390563,2021-11-05 05:00:00
469.7,470.23,468.2031,468.93,50405194,2021-11-08 06:00:00
469.32,469.57,465.88,467.38,51149147,2021-11-09 06:00:00
